% Model:              random_surface_grain_N_var_MW_fixed_phi.mph
% Version:            COMSOL 5.5.0.359
% Date:               Mar 24 2022, 10:16
% Table:              N = 20, b = 1, w/ MW - sigma_eff ((dflux.u21-dflux.u22)*2*pi/(pi*L^2)/E0/(2*mu*c0))
% w                                               N 10 b 1.1
850.679341636417                                  0.9989668595254396+1.0669755250928781E-7i
925.8810253973965                                 0.9989668628088725+1.0122686627261901E-7i
1007.7306820944617                                0.9989668658664888+9.608207240148085E-8i
1096.8160052731403                                0.9989668687056672+9.126008011762749E-8i
1193.7766417144383                                0.998966871335824+8.675834041054908E-8i
1299.3087842004172                                0.9989668737674792+8.257443252001742E-8i
1414.1701702890239                                0.998966876012311+7.870576438762923E-8i
1539.1855229902085                                0.9989668780823446+7.514951956890717E-8i
1675.2524724082173                                0.9989668799896682+7.190262620739649E-8i
1823.3480008684423                                0.9989668817460191+6.896188245008819E-8i
1984.5354578058032                                0.9989668833626386+6.632414548566616E-8i
2159.9721947827215                                0.9989668848498692+6.398656346207301E-8i
2350.917875457289                                 0.9989668862174254+6.19467530118394E-8i
2558.743520168589                                 0.998966887473876+6.02031247564773E-8i
2784.94135008065                                  0.9989668886269145+5.8755036229343035E-8i
3031.135501567582                                 0.998966889683317+5.760302574216936E-8i
3299.0936877709423                                0.9989668906491204+5.674900316669971E-8i
3590.739891061055                                 0.9989668915294223+5.619639828617607E-8i
3908.168177536272                                 0.9989668923288189+5.595035987751528E-8i
4253.657732750392                                 0.9989668930510193+5.601781164203591E-8i
4629.689226627268                                 0.9989668936993997+5.640767167906883E-8i
5038.962625065161                                 0.9989668942769141+5.713093776563664E-8i
5484.416576121026                                 0.998966894785862+5.8200807311356064E-8i
5969.249509970739                                 0.9989668952284259+5.963285862309246E-8i
6496.942604146125                                 0.9989668956064407+6.144512974866358E-8i
7071.284778943011                                 0.9989668959213162+6.365830000219472E-8i
7696.399902471167                                 0.9989668961746443+6.629587285410853E-8i
8376.776400682924                                 0.9989668963674779+6.938434095817093E-8i
9117.29948498494                                  0.9989668965007908+7.295334340644911E-8i
9923.286228832565                                 0.9989668965757329+7.703599699218654E-8i
10800.52374516254                                 0.998966896592937+8.166901956686737E-8i
11755.310738783699                                0.9989668965532039+8.689310106073826E-8i
12794.50273207876                                 0.998966896457237+9.275313306710452E-8i
13925.561288744648                                0.9989668963056341+9.929856508597822E-8i
15156.607589006044                                0.9989668960991258+1.065838070039971E-7i
16496.48074098024                                 0.9989668958381464+1.1466856229588297E-7i
17954.80124687834                                 0.9989668955235147+1.236182965721521E-7i
19542.040079740553                                0.9989668951557201+1.3350473302049736E-7i
21269.59386668692                                 0.9989668947355759+1.444063814491649E-7i
23149.866718511657                                0.9989668942639633+1.5640903484183105E-7i
25196.359293170186                                0.9989668937417064+1.6960652258123872E-7i
27423.765732649525                                0.998966893170113+1.841013103065005E-7i
29848.079169243334                                0.9989668925505221+2.0000524962684949E-7i
32486.706558783815                                0.9989668918844804+2.1744043326696208E-7i
35358.59366535183                                 0.9989668911741066+2.3654006129787394E-7i
38484.36109487433                                 0.9989668904219102+2.574493847724247E-7i
41886.4523543528                                  0.9989668896308607+2.803267852317772E-7i
45589.294999810685                                0.9989668888047639+3.053448927652606E-7i
49619.47603002908                                 0.9989668879479914+3.3269183585108365E-7i
54005.93278542374                                 0.9989668870662374+3.6257262338053975E-7i
58780.16072274924                                 0.9989668861659592+3.952105778323828E-7i
63976.439557484366                                0.9989668852553699+4.3084897352493507E-7i
69632.0793976389                                  0.9989668843441675+4.697527394774497E-7i
75787.68863625945                                 0.9989668834440367+5.122103800087385E-7i
82487.46552614598                                 0.9989668825691412+5.585360184554006E-7i
89779.51553033332                                 0.9989668817363663+6.090716320885948E-7i
97716.19672696182                                 0.9989668809660127+6.641894692546794E-7i
106354.49574860134                                0.9989668802822614+7.242947232021954E-7i
115756.43695533059                                0.9989668797140056+7.898283316859919E-7i
125989.52777950285                                0.9989668792957654+8.612701451231186E-7i
137127.24343984036                                0.9989668790685836+9.391422568968813E-7i
149249.55450518322                                0.9989668790813075+1.0240126684150301E-6i
162443.50109588687                                0.9989668793919789+1.1164992008773077E-6i
176803.81784572086                                0.9989668800696458+1.2172738089154735E-6i
192433.6141115984                                 0.9989668811962322+1.3270671488922823E-6i
209445.1143151473                                 0.9989668828688013+1.4466735945768354E-6i
227960.4637318982                                 0.9989668852026179+1.5769565455648538E-6i
248112.60551377755                                0.9989668883341395+1.718854275078509E-6i
270046.23524206877                                0.998966892424961+1.8733860350616411E-6i
293918.83986468904                                0.9989668976664379+2.0416587446224563E-6i
319901.8284775067                                 0.9989669042850118+2.2248740582013776E-6i
348181.76306889736                                0.9989669125485813+2.424335817760349E-6i
378961.69806447235                                0.9989669227738553+2.641458113882711E-6i
412462.63829013566                                0.9989669353351814+2.8777735804469167E-6i
448925.12582186074                                0.9989669506750177+3.1349421259627767E-6i
488610.9671160336                                 0.998966969316079+3.4147600235629566E-6i
531805.1128214208                                 0.9989669918753582+3.719169098908793E-6i
578817.703770128                                  0.9989670190813186+4.050265996712633E-6i
629986.2978380707                                 0.998967051793251+4.410311343781645E-6i
685678.2936641752                                 0.9989670910246284+4.801738346072103E-6i
746293.5686310144                                 0.998967137969625+5.227160729562752E-6i
812267.350047972                                  0.9989671940347044+5.689379198211338E-6i
884073.3401525081                                 0.9989672608751557+6.191385990329671E-6i
962227.1173675155                                 0.9989673404372417+6.736366621808911E-6i
1047289.8382363617                                0.9989674350067597+7.327697617787173E-6i
1139872.2666160525                                0.9989675472653788+7.968938915069796E-6i
1240639.1590588344                                0.99896768035413+8.66381921916558E-6i
1350314.0378698776                                0.9989678379458828+9.416211829340297E-6i
1469684.3861124474                                0.9989680243263381+1.0230098520738905E-5i
1599607.301861491                                 0.9989682444842213+1.1109517763581963E-5i
1741015.6523040226                                0.9989685042092359+1.2058493427716892E-5i
1894924.7718738236                                0.99896881019718+1.3080938970910605E-5i
2062439.752514097                                 0.9989691701594139+1.4180531523739168E-5i
2244763.3784132237                                0.9989695929319466+1.536054959041537E-5i
2443204.762186492                                 0.9989700885788523+1.6623667390879943E-5i
2659188.744512702                                 0.9989706684795256+1.7971699074824275E-5i
2894266.1247167517                                0.9989713453876139+1.9405286323611753E-5i
3150124.795755334                                 0.9989721334440348+2.0923524951673107E-5i
3428601.8635565974                                0.998973048122637+2.2523529155065456E-5i
3731696.8377327556                                0.9989741060808776+2.4199937780527833E-5i
4061585.988376988                                 0.9989753248846956+2.5944375657682808E-5i
4420637.972028548                                 0.9989767225732312+2.77448944616085E-5i
4811430.839003264                                 0.9989783170309018+2.958543331767038E-5i
5236770.544204666                                 0.9989801251403577+3.144535734310308E-5i
5699711.094326075                                 0.9989821617058217+3.329915145744805E-5i
6203576.476104281                                 0.9989844381607947+3.511636398731121E-5i
6751984.523072522                                 0.9989869611126753+3.6861903101558615E-5i
7348872.892180388                                 0.9989897308219344+3.849678419273927E-5i
7998527.336796724                                 0.998992739765257+3.99793987025874E-5i
8705612.479099892                                 0.9989959714758879+4.126732240519074E-5i
9475205.302806547                                 0.9989993998780394+4.2319601067488295E-5i
1.0312831606721869E7                              0.999002989318871+4.309935684735805E-5i
1.1224505680853104E7                              0.999006695443407+4.357646347782263E-5i
1.2216773489967931E7                              0.9990104669502888+4.372997338306625E-5i
1.3296759674662154E7                              0.999014248128978+4.354996289724331E-5i
1.4472218707411403E7                              0.9990179819383297+4.30385168845254E-5i
1.5751590570916245E7                              0.9990216132799603+4.220968884350639E-5i
1.7144061358519755E7                              0.9990250920763922+4.1088432795753415E-5i
1.865962923181746E7                               0.9990283757994951+3.97086613769187E-5i
2.030917620904739E7                               0.9990314311976545+3.8110711330617055E-5i
2.2104546299710285E7                              0.9990342351113188+3.633855712011033E-5i
2.405863054644067E7                               0.9990367744122717+3.443710437399065E-5i
2.6185459584742382E7                              0.9990390452153293+3.24498301684111E-5i
2.850030438518117E7                               0.9990410515774323+3.0416937018231376E-5i
3.1019785901381E7                                 0.9990428039166729+2.8374087387480335E-5i
3.376199441111347E7                               0.9990443173584886+2.6351697922772362E-5i
3.674661940736703E7                               0.9990456101690454+2.4374714592256286E-5i
3.99950909720367E7                                0.9990467023813226+2.2462760551473907E-5i
4.353073364731901E7                               0.9990476146664702+2.063054183043734E-5i
4.737893390963144E7                               0.9990483674638196+1.8888407715107846E-5i
5.156732244854974E7                               0.9990489803522922+1.7242980801638703E-5i
5.612597255954989E7                               0.9990494716335796+1.5697794269416194E-5i
6.10876160750504E7                                0.9990498580860709+1.4253894748048402E-5i
6.648787838417277E7                               0.9990501548531289+1.2910385461481969E-5i
7.23655342286968E7                                0.9990503754278025+1.1664898045162738E-5i
7.876278611187063E7                               0.9990505317056793+1.0513990457793971E-5i
8.572556731909342E7                               0.999050634080987+9.45347411000922E-6i
9.330387172620398E7                               0.9990506915676646+8.478676863024363E-6i
1.0155211276345691E8                              0.9990507119325709+7.5846503137613124E-6i
1.1052951411260243E8                              0.999050701829635+6.766329431369361E-6i
1.2030053494233291E8                              0.999050666930927+6.018653345331958E-6i
1.3093533273536122E8                              0.9990506120489793+5.3366540800759055E-6i
1.425102670303002E8                               0.999050541248214+4.715520071626353E-6i
1.5510844769528404E8                              0.9990504579471778+4.150639713873988E-6i
1.688203316700366E8                               0.9990503650060919+3.6376297685482477E-6i
1.8374437246107325E8                              0.999050264805675+3.1723525552344963E-6i
1.999877270535287E8                               0.9990501593140999+2.7509252848289967E-6i
2.1766702531534636E8                              0.9990500501467542+2.3697241797317925E-6i
2.3690920741826418E8                              0.9990499386166903+2.0253849212307063E-6i
2.5785243528842765E8                              0.9990498257819944+1.714801088940287E-6i
2.806470846309845E8                               0.9990497124883171+1.4351197428518918E-6i
3.0545682465154445E8                              0.9990495994091033+1.1837345968048017E-6i
3.3245979322709453E8                              0.9990494870791432+9.582757138347106E-7i
3.618498759642758E8                               0.9990493759328527+7.565960956983042E-7i
3.938380983288489E8                               0.9990492663282586+5.767532248156353E-7i
4.286541408420934E8                               0.9990491585774866+4.1698894124608007E-7i
4.6654798822344875E8                              0.9990490529610889+2.757059323325312E-7i
5.0779172432054037E8                              0.9990489497450865+1.5144449002402682E-7i
5.526814857144614E8                               0.9990488491815984+4.28593872870854E-8i
6.015395880274857E8                               0.9990487515172657-5.1299895038764144E-8i
6.547168402004743E8                               0.9990486569847749-1.322062705051664E-7i
7.125950633568425E8                               0.9990485658016364-2.009674036328801E-7i
7.755898323389033E8                               0.9990484781654247-2.5863445742549154E-7i
8.441534596012994E8                               0.9990483942464703-3.062070759851986E-7i
9.187782428863358E8                               0.9990483141802607-3.4463546165013944E-7i
1.000000000000004E9                               0.9990482380725818-3.7482055697238733E-7i
