% Model:              random_surface_grain_N_var_MW_fixed_phi.mph
% Version:            COMSOL 5.5.0.359
% Date:               Mar 24 2022, 11:58
% Table:              N = 20, b = 1, w/ MW - sigma_eff ((dflux.u21-dflux.u22)*2*pi/(pi*L^2)/E0/(2*mu*c0))
% w                                               N 100 b 1.1
0.01                                              0.9989334435378587+8.641186990127926E-10i
0.01088401916069006                               0.998933443537977+9.405084051835366E-10i
0.011846187309026836                              0.9989334435380695+1.0236510793045832E-9i
0.01289341296525715                               0.9989334435381535+1.1141436909179326E-9i
0.014033215376054847                              0.9989334435383367+1.2126360279343732E-9i
0.01527377850390714                               0.9989334435384907+1.3198352419897176E-9i
0.016624009789266127                              0.998933443538701+1.43651100627371E-9i
0.018093604107387164                              0.9989334435389328+1.5635010871371146E-9i
0.01969311337907423                               0.9989334435392454+1.7017172389124388E-9i
0.021434022335148566                              0.9989334435395832+1.8521519050084662E-9i
0.023328830978641572                              0.9989334435399748+2.0158851135327735E-9i
0.02539114433680347                               0.9989334435404884+2.1940925589838504E-9i
0.027635770147361603                              0.9989334435410102+2.388053671224516E-9i
0.03007882518043099                               0.9989334435417048+2.5991610173638663E-9i
0.03273785095948577                               0.9989334435425289+2.828930358380572E-9i
0.03563193971228586                               0.9989334435434738+3.0790112896645885E-9i
0.03878187145610724                               0.9989334435445701+3.351199377738951E-9i
0.04221026320156901                               0.9989334435459343+3.6474486204916314E-9i
0.04594173134636476                               0.9989334435475+3.9698860150652455E-9i
0.05000306842491095                               0.9989334435493562+4.320826298323219E-9i
0.054423435483002665                              0.9989334435515139+4.702788810128352E-9i
0.05923457145875806                               0.998933443554196+5.118515656016715E-9i
0.06447102107323872                               0.9989334435572896+5.5709910089505495E-9i
0.07017038286703829                               0.9989334435609253+6.063462702890619E-9i
0.07637357916378024                               0.9989334435652838+6.599465677705185E-9i
0.08312514989890632                               0.9989334435704422+7.182846784021649E-9i
0.09047357242349298                               0.9989334435765471+7.817793157328812E-9i
0.09847160957933775                               0.9989334435837461+8.508860840741155E-9i
0.10717668854455034                               0.9989334435923599+9.261008540084938E-9i
0.11665131316981968                               0.9989334436025151+1.0079632624795682E-8i
0.1269635127659974                                0.9989334436145823+1.097060537844352E-8i
0.13818733056536328                               0.9989334436288415+1.194031683225911E-8i
0.15040335536380253                               0.9989334436457411+1.2995720669649656E-8i
0.16369930016117026                               0.9989334436657271+1.4144382594266646E-8i
0.17817063195457308                               0.9989334436893803+1.5394535135745583E-8i
0.193921257206583                                 0.9989334437174014+1.6755134806552396E-8i
0.21106426791015548                               0.998933443750668+1.8235925232659762E-8i
0.22972275360711536                               0.9989334437900415+1.9847505748556094E-8i
0.25003068519063254                               0.9989334438367267+2.1601405988779592E-8i
0.2721338768375309                                0.9989334438919333+2.3510163453511067E-8i
0.2961910329772555                                0.9989334439574032+2.5587414087152268E-8i
0.32237488781490303                               0.998933444034916+2.7847981242108307E-8i
0.35087344559027134                               0.9989334441266952+3.03079795095388E-8i
0.3818913304781854                                0.9989334442354317+3.29849216756444E-8i
0.4156512558225992                                0.9989334443641906+3.5897833140216456E-8i
0.45239562325380556                               0.998933444516749+3.906737898723812E-8i
0.49238826317067413                               0.9989334446974453+4.251599475053394E-8i
0.5359163290848518                                0.9989334449113778+4.6268024736574645E-8i
0.5832923594286206                                0.9989334451647721+5.0349873835978367E-8i
0.634856521630522                                 0.9989334454648267+5.479016073816065E-8i
0.6909790545715645                                0.998933445820131+5.961987563640338E-8i
0.752062926959241                                 0.9989334462407977+6.487255618049218E-8i
0.8185467307069029                                0.9989334467387206+7.058443823128013E-8i
0.8909078300934142                                0.998933447328237+7.679464009520935E-8i
0.9696657893145525                                0.9989334480259576+8.354531174789464E-8i
1.0553861030365241                                0.9989334488516038+9.088178351174038E-8i
1.1486842567375548                                0.9989334498284668+9.8852697713362E-8i
1.250230145991456                                 0.998933450983996+1.0751010338152355E-7i
1.3607528864243346                                0.9989334523504771+1.1690950590335338E-7i
1.4810460488806754                                0.9989334539659803+1.2710985122613524E-7i
1.6119733573881587                                0.9989334558750321+1.3817343172502222E-7i
1.7544748908334598                                0.9989334581302329+1.5016566053827772E-7i
1.9095738328780987                                0.9989334607926857+1.6315470504187048E-7i
2.0783838185797574                                0.9989334639343037+1.7721090592614396E-7i
2.2621169304690265                                0.9989334676384816+1.924059562720015E-7i
2.462092401494628                                 0.9989334720024704+2.0881172852582077E-7i
2.679746087325692                                 0.9989334771386665+2.2649871876225125E-7i
2.9166407760237067                                0.9989334831769006+2.4553396774126875E-7i
3.1744774091091936                                0.9989334902659248+2.659783778634218E-7i
3.4551072945922217                                0.9989334985757012+2.878832988054971E-7i
3.760545399658172                                 0.9989335082984614+3.1128626215427707E-7i
4.092984818452442                                 0.9989335196501374+3.3620575838391227E-7i
4.454812518844989                                 0.9989335328705453+3.6263498042784775E-7i
4.848626481239083                                 0.9989335482226198+3.905345024589917E-7i
5.277254352483543                                 0.9989335659900421+4.1982396693962863E-7i
5.7437737488265865                                0.9989335864727985+4.503730210549038E-7i
6.251534353689718                                 0.998933609979843+4.819918483386878E-7i
6.804181968927101                                 0.9989336368188844+5.144221446030378E-7i
7.405684692262442                                 0.998933667282169+5.473292390913896E-7i
8.060361408861345                                 0.9989337016288112+5.802969511930414E-7i
8.772912801613366                                 0.9989337400630428+6.128266024490546E-7i
9.548455102782302                                 0.9989337827104136+6.443418647468869E-7i
10.39255682936713                                 0.9989338295925548+6.742011076246216E-7i
11.311278765939225                                0.9989338806037482+7.017183248334776E-7i
12.311217482038908                                0.9989339354918633+7.261927847911459E-7i
13.399552696593398                                0.9989339938478444+7.469463843761924E-7i
14.584098829439863                                0.9989340551064931+7.633659400888615E-7i
15.873361110102103                                0.9989341185608626+7.749463558654202E-7i
17.276596646690383                                0.9989341833906574+7.813294372667021E-7i
18.803880893409165                                0.9989342487032058+7.823331907193853E-7i
20.46617999391992                                 0.998934313582561+7.779672084939342E-7i
22.275429519995587                                0.9989343771412941+7.684318358971546E-7i
24.244620170823307                                0.9989344385691368+7.541011483323305E-7i
26.387891048289347                                0.9989344971725477+7.35492503957859E-7i
28.720631177978312                                0.9989345524019391+7.13226954784492E-7i
31.25959000482281                                 0.9989346038646959+6.879859232018346E-7i
34.02299765678071                                 0.998934651324321+6.604691926767378E-7i
37.03069584005145                                 0.9989346946892139+6.313582423445512E-7i
40.30428030568055                                 0.9989347339925948+6.012874384688095E-7i
43.867255910485035                                0.9989347693688904+5.708240375040575E-7i
47.745205385661315                                0.9989348010284577+5.404567242973724E-7i
51.96597302486202                                 0.9989348292337888+5.105914530059876E-7i
56.55986461065008                                 0.998934854278172+4.815530596895996E-7i
61.55986501483514                                 0.9989348764684083+4.535908277868035E-7i
67.0018750350959                                  0.9989348961111181+4.268865369560461E-7i
72.92496916841452                                 0.9989349135025279+4.015636996312147E-7i
79.37167617217558                                 0.9989349289218578+3.776970168344598E-7i
86.38828442740453                                 0.9989349426268732+3.553214590152189E-7i
94.02517429670142                                 0.9989349548519555+3.3444050214731384E-7i
