% Model:              random_surface_grain_b_var_MW_fixed_phi.mph
% Version:            COMSOL 5.5.0.359
% Date:               Mar 24 2022, 08:53
% Table:              Tabelle 1 - sigma_eff ((dflux.u21-dflux.u22)*2*pi/(pi*L^2)/E0/(2*mu*c0))
% w                                               N 50, b 1.5
7.23655342286968E7                                0.9990621300662114+1.1258838234119184E-5i
7.876278611187063E7                               0.9990622817017966+1.0147861596068223E-5i
8.572556731909342E7                               0.9990623811478307+9.124086693136415E-6i
9.330387172620398E7                               0.999062437127507+8.183022722993523E-6i
1.0155211276345691E8                              0.9990624571582115+7.319907205273072E-6i
1.1052951411260243E8                              0.9990624476805762+6.529861208620923E-6i
1.2030053494233291E8                              0.9990624141854033+5.808006814044549E-6i
1.3093533273536122E8                              0.9990623613314857+5.149553526726939E-6i
1.425102670303002E8                               0.9990622930539598+4.5498601499604215E-6i
1.5510844769528404E8                              0.9990622126619493+4.00447732119116E-6i
1.688203316700366E8                               0.9990621229246798+3.509175292612331E-6i
1.8374437246107325E8                              0.999062026146848+3.0599608290923702E-6i
1.999877270535287E8                               0.9990619242339014+2.653086406078258E-6i
2.1766702531534636E8                              0.999061818749966+2.285054356358125E-6i
2.3690920741826418E8                              0.9990617109665894+1.952617465774027E-6i
2.5785243528842765E8                              0.9990616019091321+1.6527773083141213E-6i
2.806470846309845E8                               0.9990614923969038+1.382780124385148E-6i
3.0545682465154445E8                              0.9990613830818825+1.1401101882694958E-6i
3.3245979322709453E8                              0.9990612744840525+9.224799338463315E-7i
3.618498759642758E8                               0.9990611670241282+7.2781649874647E-7i
3.938380983288489E8                               0.9990610610518562+5.542446446467031E-7i
4.286541408420934E8                               0.9990609568696994+4.0006655388019143E-7i
4.6654798822344875E8                              0.9990608547514322+2.637396703698226E-7i
5.0779172432054037E8                              0.9990607549535236+1.4385388857258972E-7i
5.526814857144614E8                               0.9990606577225901+3.91097512991485E-8i
6.015395880274857E8                               0.9990605632962725-5.170101148867055E-8i
6.547168402004743E8                               0.9990604719012642-1.2971159703180472E-7i
7.125950633568425E8                               0.9990603837487576-1.9599230821200822E-7i
7.755898323389033E8                               0.999060299028966-2.5155882907718275E-7i
8.441534596012994E8                               0.9990602179058623-2.973770519299212E-7i
9.187782428863358E8                               0.9990601405131829-3.3436513669887564E-7i
1.000000000000004E9                               0.9990600669518741-3.6339374167998523E-7i
