% Model:              random_surface_grain_b_var_MW_fixed_phi.mph
% Version:            COMSOL 5.5.0.359
% Date:               Mar 24 2022, 09:32
% Table:              Tabelle 1 - sigma_eff ((dflux.u21-dflux.u22)*2*pi/(pi*L^2)/E0/(2*mu*c0))
% w                                               N 50, b 2
121.23054013376529                                0.998992464214944+4.0237522996224847E-7i
131.94755216767086                                0.9989924780910376+3.747172996901377E-7i
143.61196859990804                                0.9989924902343292+3.487721966677956E-7i
156.30754179458174                                0.9989925008772998+3.2450357626886703E-7i
170.1254279852589                                 0.9989925102252142+3.018569221718193E-7i
185.1648417912158                                 0.998992518457749+2.8076498812647284E-7i
201.53376859417352                                0.9989925257311909+2.6115220557248277E-7i
219.34973989050602                                0.9989925321806475+2.4293813315025034E-7i
238.7406771860647                                 0.9989925379222135+2.2604018106338617E-7i
259.84581049292524                                0.998992543055261+2.1037566996433356E-7i
282.81667802300353                                0.9989925476644352+1.9586338781813233E-7i
307.81821425650804                                0.9989925518216647+1.8242472037812113E-7i
335.02993419772366                                0.9989925555877278+1.6998447011102464E-7i
364.64722232127525                                0.9989925590138682+1.5847139591281627E-7i
396.8827354637166                                 0.9989925621433463+1.4781855412600812E-7i
431.96792973341735                                0.9989925650124255+1.3796348912261493E-7i
470.1547224022139                                 0.9989925676516097+1.2884825011683996E-7i
511.717300711461                                  0.9989925700865732+1.2041934889743943E-7i
556.9540905800136                                 0.9989925723390692+1.1262761360116872E-7i
606.1898993497584                                 0.9989925744274366+1.0542799796037568E-7i
659.7782479539546                                 0.9989925763673487+9.877933700326266E-8i
718.1039092537357                                 0.9989925781723276+9.264410620015537E-8i
781.585670768409                                  0.998992579854017+8.698814872357741E-8i
850.679341636417                                  0.9989925814224896+8.178042899107063E-8i
925.8810253973965                                 0.9989925828866841+7.699279452042485E-8i
1007.7306820944617                                0.9989925842543982+7.259974609801693E-8i
1096.8160052731403                                0.9989925855325156+6.857825875939429E-8i
1193.7766417144383                                0.9989925867270648+6.49076134693995E-8i
1299.3087842004172                                0.9989925878434731+6.156925664740085E-8i
1414.1701702890239                                0.9989925888863468+5.8546689513967666E-8i
1539.1855229902085                                0.998992589859793+5.58254062053557E-8i
1675.2524724082173                                0.9989925907672441+5.339281464690568E-8i
1823.3480008684423                                0.9989925916116956+5.1238194223248524E-8i
1984.5354578058032                                0.9989925923956794+4.935270205642217E-8i
2159.9721947827215                                0.9989925931213983+4.772932767172244E-8i
2350.917875457289                                 0.9989925937905746+4.636288539786127E-8i
2558.743520168589                                 0.9989925944047441+4.5249999090069667E-8i
2784.94135008065                                  0.9989925949651972+4.4389090482369484E-8i
3031.135501567582                                 0.9989925954731267+4.378039397372197E-8i
3299.0936877709423                                0.9989925959295256+4.342593638235223E-8i
3590.739891061055                                 0.9989925963353022+4.332950078745717E-8i
3908.168177536272                                 0.9989925966913161+4.349672534759168E-8i
4253.657732750392                                 0.9989925969982998+4.393506955673004E-8i
4629.689226627268                                 0.9989925972571108+4.465386275703514E-8i
5038.962625065161                                 0.9989925974682861+4.5664379343786946E-8i
5484.416576121026                                 0.998992597632513+4.6979932206794934E-8i
5969.249509970739                                 0.9989925977503906+4.8615938913202006E-8i
6496.942604146125                                 0.9989925978223404+5.059005568033668E-8i
7071.284778943011                                 0.9989925978488114+5.292235168929214E-8i
7696.399902471167                                 0.998992597830145+5.563536785717487E-8i
8376.776400682924                                 0.9989925977667234+5.875442312960002E-8i
9117.29948498494                                  0.9989925976586351+6.230768071742769E-8i
9923.286228832565                                 0.9989925975061232+6.632643742570377E-8i
10800.52374516254                                 0.9989925973092925+7.084538313544708E-8i
11755.310738783699                                0.9989925970681877+7.590276392384936E-8i
12794.50273207876                                 0.9989925967828325+8.154077734537236E-8i
13925.561288744648                                0.9989925964532841+8.780582246821646E-8i
15156.607589006044                                0.998992596079446+9.47488887530942E-8i
16496.48074098024                                 0.9989925956613839+1.0242590177716757E-7i
17954.80124687834                                 0.9989925951991289+1.1089811809157569E-7i
19542.040079740553                                0.9989925946926994+1.2023263092068084E-7i
21269.59386668692                                 0.9989925941422201+1.305028354962865E-7i
23149.866718511657                                0.9989925935479933+1.417889562360442E-7i
25196.359293170186                                0.9989925929103022+1.5417867132003387E-7i
27423.765732649525                                0.9989925922297079+1.6776772001822213E-7i
29848.079169243334                                0.9989925915069802+1.82660599375523E-7i
32486.706558783815                                0.9989925907433079+1.9897135033290561E-7i
35358.59366535183                                 0.9989925899399356+2.1682434879164936E-7i
38484.36109487433                                 0.9989925890988993+2.3635519991009117E-7i
41886.4523543528                                  0.9989925882225854+2.5771173038941596E-7i
45589.294999810685                                0.9989925873140447+2.8105503615031547E-7i
49619.47603002908                                 0.9989925863772042+3.0656065113794524E-7i
54005.93278542374                                 0.9989925854167009+3.3441978890170826E-7i
58780.16072274924                                 0.9989925844384527+3.648407333374053E-7i
63976.439557484366                                0.9989925834497524+3.980502972903892E-7i
69632.0793976389                                  0.998992582459096+4.342955020584442E-7i
75787.68863625945                                 0.9989925814772346+4.7384528674599136E-7i
82487.46552614598                                 0.9989925805168365+5.169924505166535E-7i
89779.51553033332                                 0.9989925795932738+5.64055749510266E-7i
97716.19672696182                                 0.998992578725145+6.153821379258518E-7i
106354.49574860134                                0.9989925779345034+6.713492472457162E-7i
115756.43695533059                                0.9989925772478375+7.323680306362948E-7i
125989.52777950285                                0.9989925766968636+7.988856878137659E-7i
137127.24343984036                                0.9989925763192826+8.713887546732426E-7i
149249.55450518322                                0.998992576160098+9.504065666411114E-7i
162443.50109588687                                0.9989925762729183+1.0365148759074478E-6i
176803.81784572086                                0.9989925767213665+1.1303398555648844E-6i
192433.6141115984                                 0.9989925775810918+1.2325624201141562E-6i
209445.1143151473                                 0.9989925789418119+1.343922808080396E-6i
227960.4637318982                                 0.9989925809100549+1.4652256499362282E-6i
248112.60551377755                                0.9989925836120433+1.5973452870964482E-6i
270046.23524206877                                0.998992587197356+1.741231575750655E-6i
293918.83986468904                                0.9989925918430537+1.8979160763569365E-6i
319901.8284775067                                 0.9989925977588183+2.068518621009624E-6i
348181.76306889736                                0.9989926051926022+2.2542543835412028E-6i
378961.69806447235                                0.998992614437809+2.4564412623502937E-6i
412462.63829013566                                0.9989926258412534+2.676507705049742E-6i
448925.12582186074                                0.9989926398128202+2.9160008896412068E-6i
488610.9671160336                                 0.9989926568368077+3.17659512727236E-6i
531805.1128214208                                 0.99899267748504+3.4601005742444286E-6i
578817.703770128                                  0.9989927024326095+3.7684718388168207E-6i
629986.2978380707                                 0.9989927324759875+4.103816582058433E-6i
685678.2936641752                                 0.9989927685544776+4.468403688596542E-6i
746293.5686310144                                 0.9989928117752365+4.864670642178926E-6i
812267.350047972                                  0.9989928634421736+5.295229761156636E-6i
884073.3401525081                                 0.9989929250899452+5.7628725912211956E-6i
962227.1173675155                                 0.9989929985233245+6.270571668446327E-6i
1047289.8382363617                                0.9989930858620102+6.821478770366666E-6i
1139872.2666160525                                0.9989931895930463+7.418918061737116E-6i
1240639.1590588344                                0.9989933126298652+8.066372894715269E-6i
1350314.0378698776                                0.9989934583796575+8.767463818785433E-6i
1469684.3861124474                                0.9989936308189554+9.525915481046163E-6i
1599607.301861491                                 0.9989938345771628+1.0345509251083097E-5i
1741015.6523040226                                0.9989940750282096+1.1230017596511883E-5i
1894924.7718738236                                0.9989943583888612+1.2183115991408549E-5i
2062439.752514097                                 0.9989946918207848+1.3208266851818823E-5i
2244763.3784132237                                0.9989950835333401+1.4308569783375215E-5i
2443204.762186492                                 0.9989955428809636+1.5486571628362304E-5i
2659188.744512702                                 0.9989960804461273+1.674402992097152E-5i
2894266.1247167517                                0.9989967080968788+1.808162359705773E-5i
3150124.795755334                                 0.9989974390026212+1.949860665966913E-5i
3428601.8635565974                                0.9989982875877389+2.099240333004918E-5i
3731696.8377327556                                0.9989992693981815+2.2558148348726136E-5i
4061585.988376988                                 0.9990004008523199+2.4188183879810165E-5i
4420637.972028548                                 0.999001698843093+2.5871535513437122E-5i
4811430.839003264                                 0.9990031801617653+2.759340352110077E-5i
5236770.544204666                                 0.9990048607171608+2.933472329103899E-5i
5699711.094326075                                 0.9990067545392592+3.1071866187914154E-5i
6203576.476104281                                 0.9990088725787756+3.2776568679737855E-5i
6751984.523072522                                 0.9990112213490945+3.441618649626556E-5i
7348872.892180388                                 0.999013801499266+3.595436636751975E-5i
7998527.336796724                                 0.9990166064556281+3.7352205001203036E-5i
8705612.479099892                                 0.9990196213109824+3.856991497261098E-5i
9475205.302806547                                 0.9990228221649488+3.956894553529963E-5i
1.0312831606721869E7                              0.9990261761086395+4.03144166725935E-5i
1.1224505680853104E7                              0.9990296419948743+4.077763485171618E-5i
1.2216773489967931E7                              0.9990331720376961+4.093839498371028E-5i
1.3296759674662154E7                              0.9990367141553441+4.0786754211673935E-5i
1.4472218707411403E7                              0.9990402148392727+4.032401016044104E-5i
1.5751590570916245E7                              0.9990436222269731+3.956272216012024E-5i
1.7144061358519755E7                              0.9990468890132875+3.852576162173273E-5i
1.865962923181746E7                               0.9990499748622312+3.724452955505843E-5i
2.030917620904739E7                               0.9990528480756644+3.5756599451349244E-5i
2.2104546299710285E7                              0.999055486408086+3.4103105000406836E-5i
2.405863054644067E7                               0.9990578770521634+3.232618700030989E-5i
2.6185459584742382E7                              0.9990600159307508+3.046675368448818E-5i
2.850030438518117E7                               0.9990619064959978+2.8562718930913806E-5i
3.1019785901381E7                                 0.9990635582527678+2.66477840385074E-5i
3.376199441111347E7                               0.9990649852049812+2.4750748580649286E-5i
3.674661940736703E7                               0.9990662043768332+2.2895278031367996E-5i
3.99950909720367E7                                0.9990672345117639+2.1100027209185935E-5i
4.353073364731901E7                               0.999068094999716+1.937901148953083E-5i
4.737893390963144E7                               0.9990688050477873+1.774212761562504E-5i
5.156732244854974E7                               0.9990693830795846+1.6195744122971097E-5i
5.612597255954989E7                               0.9990698463341675+1.4743300351900985E-5i
6.10876160750504E7                                0.9990702106285867+1.3385875210806856E-5i
6.648787838417277E7                               0.9990704902471005+1.2122700098887376E-5i
7.23655342286968E7                                0.9990706979231535+1.0951605596833313E-5i
7.876278611187063E7                               0.9990708448870882+9.869398439230758E-6i
8.572556731909342E7                               0.9990709409546118+8.872171702934893E-6i
9.330387172620398E7                               0.999070994639621+7.955554531483445E-6i
1.0155211276345691E8                              0.9990710132793101+7.114909026083975E-6i
1.1052951411260243E8                              0.9990710031601602+6.345482079908881E-6i
1.2030053494233291E8                              0.9990709696412496+5.642520258945154E-6i
1.3093533273536122E8                              0.9990709172697427+5.001354436371291E-6i
1.425102670303002E8                               0.9990708498861979+4.417460252653063E-6i
1.5510844769528404E8                              0.9990707707203778+3.8864998619274284E-6i
1.688203316700366E8                               0.9990706824744557+3.404349010870975E-6i
1.8374437246107325E8                              0.9990705873971741+2.9671136660401915E-6i
1.999877270535287E8                               0.9990704873484603+2.5711392111291834E-6i
2.1766702531534636E8                              0.9990703838529538+2.2130141278929857E-6i
2.3690920741826418E8                              0.9990702781511313+1.8895711559463784E-6i
2.5785243528842765E8                              0.9990701712415851+1.597885400049336E-6i
2.806470846309845E8                               0.9990700639228494+1.3352707242293355E-6i
3.0545682465154445E8                              0.9990699568280453+1.0992730968090639E-6i
3.3245979322709453E8                              0.9990698504627037+8.876613681262833E-7i
3.618498759642758E8                               0.9990697452344783+6.984141401712727E-7i
3.938380983288489E8                               0.9990696414815083+5.297031255037158E-7i
4.286541408420934E8                               0.9990695394964229+3.7987354973019373E-7i
4.6654798822344875E8                              0.999069439543359+2.4742244492556836E-7i
5.0779172432054037E8                              0.9990693418704897+1.3097635578987398E-7i
5.526814857144614E8                               0.9990692467161781+2.92699399116024E-8i
6.015395880274857E8                               0.9990691543107436-5.8873138924671324E-8i
6.547168402004743E8                               0.9990690648738986-1.3455602429247136E-7i
7.125950633568425E8                               0.9990689786110009-1.9882064002648825E-7i
7.755898323389033E8                               0.9990688957064556-2.526558341864184E-7i
8.441534596012994E8                               0.9990688163200071-2.97002064161839E-7i
9.187782428863358E8                               0.9990687405810877-3.327534040957239E-7i
1.000000000000004E9                               0.9990686685880782-3.607577054573932E-7i
