% Model:              random_surface_grain_b_var_MW_fixed_phi.mph
% Version:            COMSOL 5.5.0.359
% Date:               Mar 24 2022, 08:34
% Table:              Tabelle 1 - sigma_eff ((dflux.u21-dflux.u22)*2*pi/(pi*L^2)/E0/(2*mu*c0))
% w                                               N 50, b 1.25
10.39255682936713                                 0.9989629993038788+6.595028303336758E-7i
11.311278765939225                                0.9989630431755977+6.963003529178837E-7i
12.311217482038908                                0.9989630918387225+7.31904100961164E-7i
13.399552696593398                                0.9989631453123345+7.655809088488873E-7i
14.584098829439863                                0.9989632034697505+7.965481404018053E-7i
15.873361110102103                                0.9989632660169769+8.240077622775429E-7i
17.276596646690383                                0.9989633324813503+8.471890915724026E-7i
18.803880893409165                                0.9989634022126131+8.653970407724384E-7i
20.46617999391992                                 0.998963474400204+8.780611059867069E-7i
22.275429519995587                                0.9989635481057451+8.847793260245565E-7i
24.244620170823307                                0.998963622310341+8.853510759912521E-7i
26.387891048289347                                0.9989636959704784+8.797940170870068E-7i
28.720631177978312                                0.9989637680770026+8.683424749380322E-7i
31.25959000482281                                 0.9989638377100533+8.514275621648651E-7i
34.02299765678071                                 0.9989639040838764+8.29642089026458E-7i
37.03069584005145                                 0.9989639665771001+8.036953332439834E-7i
40.30428030568055                                 0.998964024746875+7.743637849728333E-7i
43.867255910485035                                0.9989640783279388+7.424435639530732E-7i
47.745205385661315                                0.9989641272189638+7.087089689564251E-7i
51.96597302486202                                 0.9989641714599817+6.738801128448397E-7i
56.55986461065008                                 0.9989642112055519+6.386004485760297E-7i
61.55986501483514                                 0.9989642466957418+6.034240253776857E-7i
67.0018750350959                                  0.9989642782296242+5.688109126186057E-7i
72.92496916841452                                 0.9989643061410273+5.351291271211132E-7i
79.37167617217558                                 0.9989643307789862+5.02660967182047E-7i
86.38828442740453                                 0.9989643524924385+4.716121376233441E-7i
94.02517429670142                                 0.9989643716186366+4.421221424479453E-7i
102.33717986325213                                0.9989643884758256+4.1427496977132153E-7i
111.38398264826206                                0.9989644033582564+3.8810922220711505E-7i
121.23054013376529                                0.9989644165337686+3.6362735645166144E-7i
131.94755216767086                                0.9989644282431492+3.408037651333546E-7i
143.61196859990804                                0.998964438700475+3.1959163214075343E-7i
156.30754179458174                                0.9989644480943143+2.9992863000770114E-7i
170.1254279852589                                 0.9989644565894801+2.817415582779278E-7i
185.1648417912158                                 0.998964464328766+2.649500718526715E-7i
201.53376859417352                                0.9989644714349785+2.494696933490885E-7i
219.34973989050602                                0.9989644780125886+2.3521421560749072E-7i
238.7406771860647                                 0.9989644841496963+2.220977018446776E-7i
259.84581049292524                                0.9989644899197332+2.1003612756559357E-7i
282.81667802300353                                0.9989644953829143+1.9894877601048873E-7i
307.81821425650804                                0.9989645005881568+1.887593771087928E-7i
335.02993419772366                                0.9989645055746904+1.7939701338949656E-7i
364.64722232127525                                0.9989645103736993+1.7079674379557134E-7i
396.8827354637166                                 0.9989645150100558+1.6289992910763781E-7i
431.96792973341735                                0.9989645195040564+1.556542302277305E-7i
470.1547224022139                                 0.9989645238727262+1.4901330260168842E-7i
511.717300711461                                  0.9989645281313684+1.4293621982077456E-7i
556.9540905800136                                 0.9989645322942493+1.3738668143945265E-7i
606.1898993497584                                 0.9989645363757224+1.3233208430179793E-7i
659.7782479539546                                 0.9989645403901838+1.2774253687360508E-7i
718.1039092537357                                 0.9989645443526213+1.2358987480483025E-7i
781.585670768409                                  0.9989645482781551+1.198467894316457E-7i
850.679341636417                                  0.9989645521817205+1.1648607729928463E-7i
925.8810253973965                                 0.9989645560772473+1.134801519515869E-7i
1007.7306820944617                                0.9989645599772085+1.108007711765234E-7i
1096.8160052731403                                0.9989645638914684+1.0841913978711245E-7i
1193.7766417144383                                0.9989645678265421+1.0630630045206984E-7i
1299.3087842004172                                0.998964571785141+1.0443382994024374E-7i
1414.1701702890239                                0.9989645757654572+1.0277485285498038E-7i
1539.1855229902085                                0.9989645797614922+1.0130511358216923E-7i
1675.2524724082173                                0.9989645837630801+1.000041439957443E-7i
1823.3480008684423                                0.9989645877568973+9.885625899641007E-8i
1984.5354578058032                                0.9989645917273196+9.785131279924826E-8i
2159.9721947827215                                0.9989645956578316+9.698502519114491E-8i
2350.917875457289                                 0.9989645995321242+9.625901263936844E-8i
2558.743520168589                                 0.9989646033354384+9.568031947049168E-8i
2784.94135008065                                  0.9989646070554349+9.526072916916048E-8i
3031.135501567582                                 0.9989646106828095+9.50158727334079E-8i
3299.0936877709423                                0.9989646142116537+9.496422567295383E-8i
3590.739891061055                                 0.9989646176393887+9.51262496086721E-8i
3908.168177536272                                 0.998964620966479+9.552351863650538E-8i
4253.657732750392                                 0.9989646241961679+9.617826400472396E-8i
4629.689226627268                                 0.9989646273336692+9.711287629605034E-8i
5038.962625065161                                 0.9989646303859339+9.834976417126435E-8i
5484.416576121026                                 0.9989646333609468+9.991132929508802E-8i
5969.249509970739                                 0.998964636267249+1.0182010679717676E-7i
6496.942604146125                                 0.9989646391135805+1.0409896505164581E-7i
7071.284778943011                                 0.998964641908563+1.0677142064859479E-7i
7696.399902471167                                 0.9989646446605293+1.0986183356554881E-7i
8376.776400682924                                 0.9989646473771943+1.1339582093803418E-7i
9117.29948498494                                  0.9989646500655975+1.1740043194121362E-7i
9923.286228832565                                 0.9989646527316866+1.2190456412500206E-7i
10800.52374516254                                 0.9989646553802196+1.269392193104118E-7i
11755.310738783699                                0.9989646580144045+1.3253803749067414E-7i
12794.50273207876                                 0.9989646606354651+1.3873780804213242E-7i
13925.561288744648                                0.9989646632426322+1.455791792755259E-7i
15156.607589006044                                0.99896466583249+1.5310756467388944E-7i
16496.48074098024                                 0.9989646683992337+1.613741121667908E-7i
17954.80124687834                                 0.9989646709345303+1.704369227426289E-7i
19542.040079740553                                0.9989646734279091+1.8036220767898518E-7i
21269.59386668692                                 0.9989646758671195+1.912255400757913E-7i
23149.866718511657                                0.9989646782392478+2.0311292121805503E-7i
25196.359293170186                                0.9989646805312655+2.161217286626971E-7i
27423.765732649525                                0.9989646827316372+2.3036132167599016E-7i
29848.079169243334                                0.9989646848307957+2.459534374008115E-7i
32486.706558783815                                0.9989646868223218+2.6303227602427236E-7i
35358.59366535183                                 0.998964688703712+2.8174442185542506E-7i
38484.36109487433                                 0.9989646904762761+3.022487545108887E-7i
41886.4523543528                                  0.9989646921453796+3.2471643201258107E-7i
45589.294999810685                                0.998964693719851+3.4933107866270816E-7i
49619.47603002908                                 0.9989646952115656+3.762893400293006E-7i
54005.93278542374                                 0.9989646966345949+4.058018183022532E-7i
58780.16072274924                                 0.9989646980043325+4.380944481923054E-7i
63976.439557484366                                0.9989646993371297+4.7341031660559905E-7i
69632.0793976389                                  0.9989647006493222+5.120118134020175E-7i
75787.68863625945                                 0.9989647019575117+5.541832308114912E-7i
82487.46552614598                                 0.9989647032780985+6.002334754058165E-7i
89779.51553033332                                 0.9989647046281651+6.504991483017862E-7i
97716.19672696182                                 0.9989647060256145+7.053476742751118E-7i
106354.49574860134                                0.9989647074904076+7.651805030972265E-7i
115756.43695533059                                0.9989647090457998+8.304364994694789E-7i
125989.52777950285                                0.9989647107194359+9.015952695907793E-7i
137127.24343984036                                0.998964712545326+9.791806706423585E-7i
149249.55450518322                                0.9989647145648963+1.0637644346681407E-6i
162443.50109588687                                0.9989647168297041+1.15596991837883E-6i
176803.81784572086                                0.9989647194025348+1.2564762455312198E-6i
192433.6141115984                                 0.9989647223601446+1.366022593903905E-6i
209445.1143151473                                 0.9989647257955924+1.4854130012156167E-6i
227960.4637318982                                 0.9989647298210705+1.6155214396850773E-6i
248112.60551377755                                0.9989647345709994+1.75729745911752E-6i
270046.23524206877                                0.9989647402062352+1.91177222874533E-6i
293918.83986468904                                0.9989647469181903+2.0800650453037515E-6i
319901.8284775067                                 0.9989647549341651+2.263390382645252E-6i
348181.76306889736                                0.9989647645240334+2.463065330571131E-6i
378961.69806447235                                0.9989647760072122+2.6805176137060213E-6i
412462.63829013566                                0.9989647897615358+2.9172939208280297E-6i
448925.12582186074                                0.9989648062335975+3.1750687262733576E-6i
488610.9671160336                                 0.9989648259510397+3.4556533664728873E-6i
531805.1128214208                                 0.9989648495365578+3.761005348493477E-6i
578817.703770128                                  0.998964877725124+4.093237694288791E-6i
629986.2978380707                                 0.998964911383331+4.454628220966291E-6i
685678.2936641752                                 0.9989649515328141+4.84762824490907E-6i
746293.5686310144                                 0.9989649993770411+5.2748705930445485E-6i
812267.350047972                                  0.9989650563331233+5.739176234186129E-6i
884073.3401525081                                 0.9989651240683403+6.243558895351352E-6i
962227.1173675155                                 0.9989652045425503+6.791226878362285E-6i
1047289.8382363617                                0.9989653000575448+7.385580836668863E-6i
1139872.2666160525                                0.9989654133130429+8.030206241461136E-6i
1240639.1590588344                                0.9989655474710933+8.728858618927465E-6i
1350314.0378698776                                0.9989657062290098+9.48543937985388E-6i
1469684.3861124474                                0.9989658939008655+1.0303959453094145E-5i
1599607.301861491                                 0.99896611550819+1.118848725787916E-5i
1741015.6523040226                                0.9989663768787497+1.2143077016988275E-5i
1894924.7718738236                                0.9989666847523923+1.317167226364291E-5i
2062439.752514097                                 0.9989670468911019+1.4277979318172579E-5i
2244763.3784132237                                0.9989674721892905+1.5465303807101257E-5i
2443204.762186492                                 0.9989679707775604+1.6736343794884854E-5i
2659188.744512702                                 0.9989685541105835+1.8092932423580054E-5i
2894266.1247167517                                0.9989692350266006+1.9535723471443237E-5i
3150124.795755334                                 0.9989700277607857+2.106381566163337E-5i
3428601.8635565974                                0.9989709478905014+2.2674314037588695E-5i
3731696.8377327556                                0.9989720121850945+2.4361833187519696E-5i
4061585.988376988                                 0.99897323832934+2.6117955031447233E-5i
4420637.972028548                                 0.9989746444853393+2.7930666210645344E-5i
4811430.839003264                                 0.9989762486608107+2.978381525577952E-5i
5236770.544204666                                 0.9989780678569748+3.1656648242049296E-5i
5699711.094326075                                 0.9989801169852306+3.352350073727477E-5i
6203576.476104281                                 0.9989824075673015+3.535374111263723E-5i
6751984.523072522                                 0.9989849462712018+3.7112068759681576E-5i
7348872.892180388                                 0.9989877333818361+3.875926587326486E-5i
7998527.336796724                                 0.998990761356038+4.0253473564191234E-5i
8705612.479099892                                 0.9989940136568373+4.155201007751924E-5i
9475205.302806547                                 0.9989974640840465+4.261366900069837E-5i
1.0312831606721869E7                              0.9990010768069912+4.3401338954897475E-5i
1.1224505680853104E7                              0.9990048072432833+4.388469305825886E-5i
1.2216773489967931E7                              0.9990086038235388+4.4042627671760185E-5i
1.3296759674662154E7                              0.9990124105401644+4.386511751089161E-5i
1.4472218707411403E7                              0.9990161700406098+4.3354205401161654E-5i
1.5751590570916245E7                              0.9990198269157199+4.252396390761187E-5i
1.7144061358519755E7                              0.9990233307922701+4.139942366521694E-5i
1.865962923181746E7                               0.9990266388742+4.001462476390901E-5i
2.030917620904739E7                               0.9990297176793269+3.841007248791501E-5i
2.2104546299710285E7                              0.9990325438613245+3.662993956342406E-5i
2.405863054644067E7                               0.9990351041517014+3.471934801008039E-5i
2.6185459584742382E7                              0.9990373945712723+3.272199812043951E-5i
2.850030438518117E7                               0.9990394191263775+3.067831257468427E-5i
3.1019785901381E7                                 0.9990411882230428+2.862416290568764E-5i
3.376199441111347E7                               0.9990427170072164+2.659015777478933E-5i
3.674661940736703E7                               0.9990440237915184+2.460141413733731E-5i
3.99950909720367E7                                0.9990451286751492+2.2677703041421066E-5i
4.353073364731901E7                               0.9990460524090693+2.083385475316084E-5i
4.737893390963144E7                               0.9990468155204896+1.908031977719877E-5i
5.156732244854974E7                               0.9990474376803513+1.7423800392646897E-5i
5.612597255954989E7                               0.9990479372825102+1.5867890170283167E-5i
6.10876160750504E7                                0.999048331195371+1.4413679027344497E-5i
6.648787838417277E7                               0.9990486346478672+1.3060298880147055E-5i
7.23655342286968E7                                0.9990488612129848+1.180539786146728E-5i
7.876278611187063E7                               0.9990490228598335+1.0645540439052057E-5i
8.572556731909342E7                               0.999049130049321+9.576536620179918E-6i
9.330387172620398E7                               0.9990491918553234+8.593706754828161E-6i
1.0155211276345691E8                              0.9990492160977649+7.692090414365932E-6i
1.1052951411260243E8                              0.999049209476859+6.866607309444576E-6i
1.2030053494233291E8                              0.9990491777058333+6.112179418726001E-6i
1.3093533273536122E8                              0.9990491256321223+5.423820512917464E-6i
1.425102670303002E8                               0.9990490573509793+4.796700575279314E-6i
1.5510844769528404E8                              0.9990489763065304+4.226190002457126E-6i
1.688203316700366E8                               0.9990488853815246+3.707888562353708E-6i
1.8374437246107325E8                              0.9990487869761581+3.237643007147753E-6i
1.999877270535287E8                               0.9990486830761975+2.811556619792036E-6i
2.1766702531534636E8                              0.9990485753124382+2.425993374162723E-6i
2.3690920741826418E8                              0.9990484650135062+2.0775784319603414E-6i
2.5785243528842765E8                              0.9990483532527871+1.7631959505338987E-6i
2.806470846309845E8                               0.999048240891161+1.4799843902890398E-6i
3.0545682465154445E8                              0.999048128616783+1.2253290787319432E-6i
3.3245979322709453E8                              0.9990480169818352+9.968514412507144E-7i
3.618498759642758E8                               0.9990479064359444+7.923946222152538E-7i
3.938380983288489E8                               0.9990477973551021+6.100054660285737E-7i
4.286541408420934E8                               0.9990476900660323+4.4791352624942333E-7i
4.6654798822344875E8                              0.9990475848643704+3.0450819438166196E-7i
5.0779172432054037E8                              0.999047482026837+1.7831536431947369E-7i
5.526814857144614E8                               0.9990473818179422+6.797525822397126E-8i
6.015395880274857E8                               0.9990472844912657-2.7777327555473853E-8i
6.547168402004743E8                               0.9990471902877459-1.1012929886748027E-7i
7.125950633568425E8                               0.9990470994309363-1.8020163496676061E-7i
7.755898323389033E8                               0.9990470121217015-2.390578567010287E-7i
8.441534596012994E8                               0.999046928533297-2.877090527928579E-7i
9.187782428863358E8                               0.9990468488070191-3.271162020027661E-7i
1.000000000000004E9                               0.999046773050398-3.5819063752917853E-7i
