% Model:              random_surface_grain_b_var_MW_fixed_phi.mph
% Version:            COMSOL 5.5.0.359
% Date:               Mar 24 2022, 09:12
% Table:              Tabelle 1 - sigma_eff ((dflux.u21-dflux.u22)*2*pi/(pi*L^2)/E0/(2*mu*c0))
% w                                               N 50, b 1.75
259.84581049292524                                0.9989888040280012+2.1068326600815726E-7i
282.81667802300353                                0.9989888087382601+1.9645394257746436E-7i
307.81821425650804                                0.998988813015584+1.8328078635007433E-7i
335.02993419772366                                0.9989888169185616+1.7108816505236566E-7i
364.64722232127525                                0.9989888204962517+1.5980462181099712E-7i
396.8827354637166                                 0.9989888237896042+1.4936324060822536E-7i
431.96792973341735                                0.9989888268327385+1.3970186578174116E-7i
470.1547224022139                                 0.9989888296539762+1.307631595893112E-7i
511.717300711461                                  0.9989888322772048+1.224945102520623E-7i
556.9540905800136                                 0.9989888347222733+1.1484787536415545E-7i
606.1898993497584                                 0.9989888370062514+1.0777951975108944E-7i
659.7782479539546                                 0.998988839143657+1.0124971239474845E-7i
718.1039092537357                                 0.9989888411472341+9.522238738858831E-8i
781.585670768409                                  0.9989888430282187+8.966480272114875E-8i
850.679341636417                                  0.9989888447965529+8.454720347319125E-8i
925.8810253973965                                 0.9989888464612875+7.984253378406557E-8i
1007.7306820944617                                0.998988848030447+7.552614104727457E-8i
1096.8160052731403                                0.9989888495113628+7.157557856861925E-8i
1193.7766417144383                                0.9989888509104635+6.797042952289322E-8i
1299.3087842004172                                0.9989888522333704+6.469216780720591E-8i
1414.1701702890239                                0.9989888534850221+6.17241457044556E-8i
1539.1855229902085                                0.9989888546693764+5.905152739770488E-8i
1675.2524724082173                                0.998988855789712+5.666135517355647E-8i
1823.3480008684423                                0.99898885684849+5.4542557921252464E-8i
1984.5354578058032                                0.9989888578475629+5.268600996864881E-8i
2159.9721947827215                                0.9989888587881826+5.1084613619349495E-8i
2350.917875457289                                 0.9989888596712068+4.9733302840531344E-8i
2558.743520168589                                 0.998988860497174+4.8629026736696424E-8i
2784.94135008065                                  0.998988861266393+4.77708023234446E-8i
3031.135501567582                                 0.9989888619792501+4.715958969558241E-8i
3299.0936877709423                                0.9989888626360194+4.679832145956476E-8i
3590.739891061055                                 0.9989888632372568+4.6691782879023445E-8i
3908.168177536272                                 0.9989888637833563+4.6846634415362417E-8i
4253.657732750392                                 0.998988864275048+4.7271376174174764E-8i
4629.689226627268                                 0.9989888647131306+4.79763333306461E-8i
5038.962625065161                                 0.9989888650984521+4.897370305799775E-8i
5484.416576121026                                 0.9989888654317545+5.027760308771327E-8i
5969.249509970739                                 0.9989888657141623+5.190421580535947E-8i
6496.942604146125                                 0.9989888659463394+5.387185367613313E-8i
7071.284778943011                                 0.9989888661292377+5.620109406378973E-8i
7696.399902471167                                 0.9989888662635726+5.8915009973010974E-8i
8376.776400682924                                 0.9989888663499408+6.203931081946776E-8i
9117.29948498494                                  0.998988866389073+6.560253292532953E-8i
9923.286228832565                                 0.9989888663812917+6.963632609757652E-8i
10800.52374516254                                 0.9989888663271451+7.417567047974307E-8i
11755.310738783699                                0.9989888662268291+7.925910698439155E-8i
12794.50273207876                                 0.998988866080652+8.492915086382358E-8i
13925.561288744648                                0.9989888658887348+9.123248427031806E-8i
15156.607589006044                                0.9989888656511243+9.822040901051818E-8i
16496.48074098024                                 0.9989888653679773+1.0594920468675841E-7i
17954.80124687834                                 0.9989888650391471+1.1448056516280888E-7i
19542.040079740553                                0.9989888646646088+1.2388205540829538E-7i
21269.59386668692                                 0.9989888642445144+1.3422764225446487E-7i
23149.866718511657                                0.9989888637786586+1.455982773607164E-7i
25196.359293170186                                0.9989888632674384+1.580824350855014E-7i
27423.765732649525                                0.9989888627109503+1.7177684282227552E-7i
29848.079169243334                                0.9989888621099751+1.8678713177217598E-7i
32486.706558783815                                0.9989888614652401+2.0322859238847602E-7i
35358.59366535183                                 0.9989888607781735+2.2122705177413112E-7i
38484.36109487433                                 0.9989888600505433+2.409196811508932E-7i
41886.4523543528                                  0.998988859284776+2.6245601761863034E-7i
45589.294999810685                                0.9989888584839636+2.8599900216426417E-7i
49619.47603002908                                 0.9989888576522206+3.117261076865355E-7i
54005.93278542374                                 0.9989888567943922+3.3983062943223265E-7i
58780.16072274924                                 0.9989888559166764+3.705230372697602E-7i
63976.439557484366                                0.9989888550264071+4.0403246274787465E-7i
69632.0793976389                                  0.9989888541326627+4.406083752356935E-7i
75787.68863625945                                 0.9989888532463826+4.805223476709918E-7i
82487.46552614598                                 0.9989888523804834+5.240700196203211E-7i
89779.51553033332                                 0.998988851550673+5.715731503973714E-7i
97716.19672696182                                 0.9989888507756935+6.233820287941446E-7i
106354.49574860134                                0.9989888500779378+6.79877920197228E-7i
115756.43695533059                                0.9989888494841809+7.414757107227769E-7i
125989.52777950285                                0.9989888490263138+8.08626950154227E-7i
137127.24343984036                                0.9989888487424933+8.818229467898492E-7i
149249.55450518322                                0.9989888486780409+9.615982458598267E-7i
162443.50109588687                                0.9989888488869926+1.0485342938450462E-6i
176803.81784572086                                0.998988849433606+1.143263514753995E-6i
192433.6141115984                                 0.9989888503943318+1.246473604656817E-6i
209445.1143151473                                 0.9989888518597152+1.3589122225011425E-6i
227960.4637318982                                 0.9989888539373214+1.48139205487736E-6i
248112.60551377755                                0.9989888567548121+1.6147961949031245E-6i
270046.23524206877                                0.998988860463243+1.7600840265351151E-6i
293918.83986468904                                0.9989888652417367+1.91829737070116E-6i
319901.8284775067                                 0.9989888713021088+2.0905672511376787E-6i
348181.76306889736                                0.9989888788950867+2.278120922741352E-6i
378961.69806447235                                0.9989888883172285+2.482289362588572E-6i
412462.63829013566                                0.9989888999190722+2.704515135314404E-6i
448925.12582186074                                0.9989889141150119+2.946360740115584E-6i
488610.9671160336                                 0.998988931394334+3.2095170032732222E-6i
531805.1128214208                                 0.9989889523350988+3.4958118972383783E-6i
578817.703770128                                  0.9989889776195633+3.8072192806501675E-6i
629986.2978380707                                 0.9989890080525848+4.1458675281518225E-6i
685678.2936641752                                 0.9989890445833967+4.514047780230833E-6i
746293.5686310144                                 0.9989890883309326+4.914221405484002E-6i
812267.350047972                                  0.9989891406127944+5.3490262368356775E-6i
884073.3401525081                                 0.9989892029798625+5.821281019034325E-6i
962227.1173675155                                 0.9989892772557217+6.333987161378011E-6i
1047289.8382363617                                0.9989893655824308+6.890326896904744E-6i
1139872.2666160525                                0.9989894704730926+7.493656393796677E-6i
1240639.1590588344                                0.9989895948715193+8.147492326077225E-6i
1350314.0378698776                                0.9989897422205232+8.855489611472278E-6i
1469684.3861124474                                0.9989899165378681+9.62140797441109E-6i
1599607.301861491                                 0.9989901225010102+1.0449063914364096E-5i
1741015.6523040226                                0.9989903655395912+1.1342264425092644E-5i
1894924.7718738236                                0.9989906519344127+1.2304717823654778E-5i
2062439.752514097                                 0.9989909889207138+1.333991645715786E-5i
2244763.3784132237                                0.9989913847920031+1.4450985165996321E-5i
2443204.762186492                                 0.9989918489977738+1.5640489439225764E-5i
2659188.744512702                                 0.998992392227626+1.6910196110211535E-5i
2894266.1247167517                                0.9989930264687678+1.8260781151299445E-5i
3150124.795755334                                 0.9989937650215927+1.9691479604149514E-5i
3428601.8635565974                                0.9989946224521185+2.1199676710969987E-5i
3731696.8377327556                                0.9989956144570524+2.278044355469946E-5i
4061585.988376988                                 0.9989967576107206+2.4426029173375087E-5i
4420637.972028548                                 0.998998068962873+2.6125331649056597E-5i
4811430.839003264                                 0.9989995654552408+2.7863385270088026E-5i
5236770.544204666                                 0.999001263132461+2.962091760869648E-5i
5699711.094326075                                 0.9990031761344869+3.13740492367252E-5i
6203576.476104281                                 0.9990053154844128+3.3094224263093344E-5i
6751984.523072522                                 0.9990076877167444+3.474846972347584E-5i
7348872.892180388                                 0.9990102934377856+3.63000771501804E-5i
7998527.336796724                                 0.9990131259561857+3.770977555795271E-5i
8705612.479099892                                 0.9990161701648439+3.8937416310717545E-5i
9475205.302806547                                 0.9990194018796033+3.9944115912937515E-5i
1.0312831606721869E7                              0.9990227878292506+4.069471342791932E-5i
1.1224505680853104E7                              0.999026286439045+4.11603082669965E-5i
1.2216773489967931E7                              0.9990298494502995+4.1320579734049955E-5i
1.3296759674662154E7                              0.9990334242892899+4.116557168723263E-5i
1.4472218707411403E7                              0.9990369569643976+4.069667303986587E-5i
1.5751590570916245E7                              0.9990403951663694+3.992663177388557E-5i
1.7144061358519755E7                              0.999043691203011+3.887859031107594E-5i
1.865962923181746E7                               0.9990468044279042+3.7584282309565934E-5i
2.030917620904739E7                               0.9990497029180704+3.608165167851488E-5i
2.2104546299710285E7                              0.9990523642901006+3.44122165832538E-5i
2.405863054644067E7                               0.9990547756802353+3.2618495049092694E-5i
2.6185459584742382E7                              0.9990569330261586+3.074174848997879E-5i
2.850030438518117E7                               0.9990588398530094+2.8820207736696892E-5i
3.1019785901381E7                                 0.9990605057826683+2.6887847482705952E-5i
3.376199441111347E7                               0.9990619449663104+2.497369439472428E-5i
3.674661940736703E7                               0.999063174593945+2.3101595382235566E-5i
3.99950909720367E7                                0.9990642135824852+2.129034372777579E-5i
4.353073364731901E7                               0.9990650814956635+1.955405492489607E-5i
4.737893390963144E7                               0.9990657977086839+1.7902692790733132E-5i
5.156732244854974E7                               0.9990663808034004+1.634266500678924E-5i
5.612597255954989E7                               0.9990668481649005+1.4877427636022781E-5i
6.10876160750504E7                                0.9990672157431366+1.3508058321688472E-5i
6.648787838417277E7                               0.9990674979406515+1.2233773595539718E-5i
7.23655342286968E7                                0.9990677075967069+1.105237890664463E-5i
7.876278611187063E7                               0.9990678560336869+9.960648716122518E-6i
8.572556731909342E7                               0.9990679531477705+8.954638837366332E-6i
9.330387172620398E7                               0.9990680075228758+8.029938243128486E-6i
1.0155211276345691E8                              0.9990680265554701+7.181867213137111E-6i
1.1052951411260243E8                              0.999068016584044+6.405630735070139E-6i
1.2030053494233291E8                              0.9990679830112029+5.696433652450695E-6i
1.3093533273536122E8                              0.9990679304209624+5.049566213518248E-6i
1.425102670303002E8                               0.999067862685821+4.4604650750125415E-6i
1.5510844769528404E8                              0.9990677830613444+3.9247550428264546E-6i
1.688203316700366E8                               0.9990676942722951+3.4382766063487754E-6i
1.8374437246107325E8                              0.9990675985858641+2.9971025027869584E-6i
1.999877270535287E8                               0.9990674978768852+2.5975469809102757E-6i
2.1766702531534636E8                              0.9990673936832687+2.2361696836801053E-6i
2.3690920741826418E8                              0.9990672872553925+1.9097764982536364E-6i
2.5785243528842765E8                              0.9990671796009432+1.6154178964888345E-6i
2.806470846309845E8                               0.9990670715244283+1.3503850199968896E-6i
3.0545682465154445E8                              0.9990669636658783+1.11220321109442E-6i
3.3245979322709453E8                              0.9990668565347391+8.986224610012605E-7i
3.618498759642758E8                               0.9990667505424954+7.076042004920515E-7i
3.938380983288489E8                               0.9990666460313519+5.373045737899844E-7i
4.286541408420934E8                               0.9990665432965059+3.860545751969763E-7i
4.6654798822344875E8                              0.9990664426053169+2.523382132431882E-7i
5.0779172432054037E8                              0.9990663442082716+1.3476998943961237E-7i
5.526814857144614E8                               0.9990662483465127+3.207341409680856E-8i
6.015395880274857E8                               0.9990661552523538-5.693832127822573E-8i
6.547168402004743E8                               0.9990660651482326-1.333781720304582E-7i
7.125950633568425E8                               0.9990659782408462-1.9829738257123865E-7i
7.755898323389033E8                               0.9990658947169301-2.526936066265238E-7i
8.441534596012994E8                               0.9990658147373808-2.975156460026238E-7i
9.187782428863358E8                               0.9990657384330028-3.3366549791508524E-7i
1.000000000000004E9                               0.9990656659030338-3.619984792711437E-7i
